id,model_name,dataset,question,answer,ground_truth,prompt,human_verdict
330,gpt-3.5-turbo,natural_questions,who plays unis in she's the man,"The given passages do not provide information about any character named ""Unis"" in the movie She's the Man. Therefore, it is not possible to answer the question about who plays Unis in the movie.",Emily Perkins,"Please answer the following question given the following passages:
- Title: She's the Man
She's the Man She's the Man is a 2006 American romantic comedy sports film directed by Andy Fickman and starring Amanda Bynes, Channing Tatum, Laura Ramsey and Emily Perkins. It is inspired by William Shakespeare's play ""Twelfth Night"". The film centers on teenager Viola Hastings who enters her brother's school in his place, pretending to be a boy, in order to play with the boys' soccer team after her team gets cut at her school. Viola Hastings (Amanda Bynes) is a teen girl who plays for Cornwall's soccer team until the team gets cut. Meanwhile, her twin brother, Sebastian (James
Question: who plays unis in she's the man
Answer: ",incorrect
335,gpt-3.5-turbo,natural_questions,when was the first nuclear power plant opened,"The first nuclear power plant was opened on September 3, 1948 at the X-10 Graphite Reactor in Oak Ridge, Tennessee in the United States.","December 20, 1951/June 27, 1954/On June 27, 1954/the USSR/December 2, 1942","Please answer the following question given the following passages:
- Title: Nuclear power plant
maintenance (O&M) and fuel costs are, along with hydropower stations, at the low end of the spectrum and make them suitable as base-load power suppliers. The cost of spent fuel management, however, is somewhat uncertain. Electricity was generated by a nuclear reactor for the first time ever on September 3, 1948 at the X-10 Graphite Reactor in Oak Ridge, Tennessee in the United States, which was the first nuclear power station to power a light bulb. The second, larger experiment occurred on December 20, 1951 at the EBR-I experimental station near Arco, Idaho in the United States. On June 27,
Question: when was the first nuclear power plant opened
Answer: ",incorrect
375,gpt-3.5-turbo,natural_questions,who plays hannibal in silence of the lambs,Anthony Hopkins.,Anthony Hopkins,"Please answer the following question given the following passages:
- Title: Red Dragon (2002 film)
Red Dragon (2002 film) Red Dragon is a 2002 horror film based on the novel of the same title by Thomas Harris. Anthony Hopkins stars as psychiatrist and serial killer, Dr. Hannibal Lecter. It is a prequel to ""The Silence of the Lambs"" (1991) and ""Hannibal"" (2001). The novel was originally adapted into the film ""Manhunter"" (1986). The film was directed by Brett Ratner and written for the screen by Ted Tally, who also wrote the screenplay for ""The Silence of the Lambs"". Hopkins reprises Lecter, a role he played twice before in ""The Silence of the Lambs"" and ""Hannibal"",
Question: who plays hannibal in silence of the lambs
Answer: ",correct
379,gpt-3.5-turbo,natural_questions,when is the publishers clearing house sweepstakes drawing,"Without further information, it is not possible to determine the specific date of the Publishers Clearing House sweepstakes drawing. It is recommended to check their website or contact their customer service for more information.",just after the Super Bowl,"Please answer the following question given the following passages:
- Title: Publishers Clearing House
junk-mail for advertising through mass-mailings. Documents filed with the New York State Department in 1993 said that year the company mailed 220 million envelopes. Frequent buyers can receive 30-40 mailings a year. Although PCH advertises its sweepstakes along with magazine subscriptions, no purchase is necessary to enter or win. In 1995, PCH began the tradition of announcing winners of its $10 million prize just after the Super Bowl. As of 2012, $225 million in prizes have been distributed. Some of its larger prizes are for $5,000 a week for life, or $10 million. Prizes can also range from $1 Amazon
Question: when is the publishers clearing house sweepstakes drawing
Answer: ",incorrect
404,gpt-3.5-turbo,natural_questions,where do the sharks play in san jose,The San Jose Sharks play at the SAP Center at San Jose.,the SAP Center/SAP Center/SAP Center at San Jose,"Please answer the following question given the following passages:
- Title: SAP Center
The first event was UFC 139 on November 19, 2011, then on July 11, 2012, on April 20, 2013, and most recently on July 26, 2014. WWE Pay-Per-Views have also taken place here. Payback (2017) took place where Braun Strowman defeated Roman Reigns in the main event. is scheduled to take place at SAP Center. SAP Center The SAP Center at San Jose (originally known as the San Jose Arena) is an indoor arena located in San Jose, California. Its primary tenant is the San Jose Sharks of the National Hockey League, for which the arena has earned the nickname
Question: where do the sharks play in san jose
Answer: ",correct
432,gpt-3.5-turbo,natural_questions,when was the young and the restless first aired,"""The Young and the Restless"" was first broadcast on March 26, 1973.","March 26, 1973","Please answer the following question given the following passages:
- Title: The Young and the Restless characters (2016)
The Young and the Restless characters (2016) ""The Young and the Restless"" is an American television soap opera. It was first broadcast on March 26, 1973, and airs on CBS. The following is a list of characters that first appeared on the soap opera in 2016, by order of first appearance. In the first half of the year, characters were introduced by executive producer Jill Farren Phelps until her replacement in the summer of 2016 by supervising producer Mal Young Young was first credited as executive producer on July 13, 2016. Co-executive producer and head writer Charles Pratt Jr. oversaw
Question: when was the young and the restless first aired
Answer: ",correct
441,gpt-3.5-turbo,natural_questions,who sings the song it ain't me,"The song ""It Ain't Me"" is not mentioned in the given passages and therefore cannot be attributed to any particular artist.",Selena Gomez/American singer Selena Gomez,"Please answer the following question given the following passages:
- Title: Come & Get It (Selena Gomez song)
The performance saw Gomez singing a remixed version of the song as part of a medley with ""Me & the Rhythm"". Credits and personnel adapted from ""Stars Dance"" liner notes. Come & Get It (Selena Gomez song) ""Come & Get It"" is a song recorded by American singer Selena Gomez for her first solo studio album, ""Stars Dance"" (2013). It was released on April 7, 2013 through Hollywood Records as the lead single from the album. It serves as her first official release outside of her former band, Selena Gomez & the Scene. The song was written by Norwegian production
Question: who sings the song it ain't me
Answer: ",incorrect
455,gpt-3.5-turbo,natural_questions,who sings every light in the house is on,"Trace Adkins sings ""Every Light in the House is On.""",Trace Adkins,"Please answer the following question given the following passages:
- Title: Every Light in the House
album ""Did I Shave My Back for This?"", country parodist Cledus T. Judd parodied the song as ""Every Light in the House Is Blown"". Trace Adkins is featured in the music video. Every Light in the House ""Every Light in the House"" is a song written by Kent Robbins and recorded by American country music artist Trace Adkins. It was released in August 1996 as the second single from his debut album ""Dreamin' Out Loud"". It was his first Top 5 single on the Hot Country Singles & Tracks (now Hot Country Songs) chart, where it peaked at #3. The
Question: who sings every light in the house is on
Answer: ",correct
468,gpt-3.5-turbo,natural_questions,who are the cast members of ncis new orleans,"The cast members of NCIS: New Orleans include Sonja Percy, Tammy Gregorio, Sebastian Lund, Patton Plame, and Dr. Loretta Wade.","Zoe McLellan, Lucas Black, Daryl ""Chill"" Mitchell, Shalita Grant, Rob Kerkovich, Vanessa Ferlito, Daryl Mitchell, Scott Bakula and CCH Pounder","Please answer the following question given the following passages:
- Title: NCIS: New Orleans
is keen to leave her past behind as she moves to New Orleans; Sonja Percy (Shalita Grant), a former ATF special agent and LaSalle's partner; Tammy Gregorio (Vanessa Ferlito), an FBI prodigy recruited after a short stint investigating Pride; and Sebastian Lund (Rob Kerkovich), a criminalist turned forensics agent and the team's newest member. They are assisted by Patton Plame (Daryl Mitchell), a computer specialist, and Dr. Loretta Wade (CCH Pounder), a forensic pathologist. On January 12, 2015, ""NCIS: New Orleans"" was renewed for a second season that premiered on September 22, 2015. On March 25, 2016, CBS renewed the
Question: who are the cast members of ncis new orleans
Answer: ",incorrect
472,gpt-3.5-turbo,natural_questions,what's the population of prince edward island,"According to the passage, the population of Prince Edward Island as of the 2016 census is 142,907 residents.","142,907 residents/142,907","Please answer the following question given the following passages:
- Title: Prince Edward Island
Prince Edward Island Prince Edward Island (PEI or P.E.I.; ) is a province of Canada consisting of the island of the same name, and several much smaller islands. Prince Edward Island is one of the three Maritime Provinces and is the smallest province in both land area and population. It is part of the traditional lands of the Mi'kmaq, and became a British colony in the 1700s and was federated into Canada as a province in 1873. Its capital is Charlottetown. According to the 2016 census, the province of Prince Edward Island has 142,907 residents. The backbone of the economy
Question: what's the population of prince edward island
Answer: ",correct
513,gpt-3.5-turbo,natural_questions,who won game 4 of the 2000 nba finals,The given passages do not provide information about the 2000 NBA Finals or the winner of Game 4.,Los Angeles Lakers,"Please answer the following question given the following passages:
- Title: 1983–84 Los Angeles Lakers season
1982 Western Conference Semifinals (Los Angeles won 4–0) <nowiki>*</nowiki>overtime ""Boston beats Los Angeles 4–3"" Lakers History The 1984 NBA Finals|Celtics.com NBA.com: Larry's Celtics Edge Magic's Lakers in 7 1983–84 Los Angeles Lakers season The 1983–84 season for the Los Angeles Lakers saw them lose in the 1984 NBA Finals against Larry Bird's Boston Celtics in seven well-fought games. The Lakers were coming off of an NBA Finals loss to the Julius Erving and Moses Malone led Philadelphia 76ers, in which they were swept in four games. The Los Angeles Lakers, powered by Kareem Abdul-Jabbar (who broke the NBA's all-time total
Question: who won game 4 of the 2000 nba finals
Answer: ",incorrect
557,gpt-3.5-turbo,natural_questions,who plays izabella in transformers the last knight,Isabela Moner plays Izabella in Transformers: The Last Knight.,Isabela Moner,"Please answer the following question given the following passages:
- Title: Transformers: The Last Knight
the state. On April 13, TheWrap reported that Isabela Moner was in talks to star as Izabella. The site also reported that Bay was eyeing Jean Dujardin, Stephen Merchant, and Jerrod Carmichael for supporting roles. On May 17, 2016, it was confirmed that Josh Duhamel would reprise his role in the film, and Jerrod Carmichael was cast. In June 2016, Anthony Hopkins, Mitch Pileggi, Santiago Cabrera, and Laura Haddock joined the cast, and Tyrese Gibson stated that he will return as Robert Epps. In August 2016, Liam Garrigan was confirmed to play King Arthur, a different version from his role
Question: who plays izabella in transformers the last knight
Answer: ",correct
640,gpt-3.5-turbo,natural_questions,who won the most medals at the 2014 winter olympics,"The passage does not provide information about the 2014 Winter Olympics, so the answer is unknown.",russia,"Please answer the following question given the following passages:
- Title: Alpine skiing at the 1994 Winter Olympics
Vreni Schneider of Switzerland won the most medals with three, one of each type. Tommy Moe of the United States won gold in the downhill and silver in the super G. Kjetil André Aamodt of Norway won two silvers and a bronze. Svetlana Gladishiva's silver medal was the first in alpine skiing won by Russia (Yevgeniya Sidorova won a bronze medal for the Soviet Union in 1956). Slovenia's three medals were the first for the country at the Winter Olympics. Forty-five nations sent alpine skiers to compete in the events in Lillehammer. Bosnia & Herzegovina, Georgia, Kazakhstan, Russia, Slovakia, and
Question: who won the most medals at the 2014 winter olympics
Answer: ",incorrect
701,gpt-3.5-turbo,natural_questions,where is the tv show the curse of oak island filmed,"The TV show The Curse of Oak Island is filmed on Oak Island, which is located off the coast of Nova Scotia, Canada.",Oak Island,"Please answer the following question given the following passages:
- Title: The Curse of Oak Island
Inc. approved $1,271,546 in film funding for the production of the 4th season. In October 2017, a fifth season was announced, which began airing on November 7, 2017. Season 6 began airing November 13, 2018. The Curse of Oak Island The Curse of Oak Island is an active reality television series that first premiered in Canada on the History network on January 5, 2014. The show features what is known as the Oak Island mystery, showing efforts to search for historical artifacts and treasure. ""The Curse of Oak Island"" follows brothers Marty and Rick Lagina, originally from Kingsford, Michigan, through
Question: where is the tv show the curse of oak island filmed
Answer: ",correct
725,gpt-3.5-turbo,natural_questions,number of films in lord of the rings,There are three films in the Lord of the Rings trilogy.,three,"Please answer the following question given the following passages:
- Title: Music of The Hobbit film series
Music of The Hobbit film series The music of ""The Hobbit"" film series is composed and produced by Howard Shore, who scored all three ""The Lord of the Rings"" films, to which The Hobbit trilogy is a prequel. The score continues the style of The Lord of the Rings score, and utlizies a vast ensemble, multiple musical forms and styles, a large number of leitmotives and various unusual instruments, adding to Shore's overarching music of the Middle-earth films. Shore composed over nine hours of music, featuring 65 new musical themes and reprising 50 themes from the Lord of the Rings.
Question: number of films in lord of the rings
Answer: ",correct
732,gpt-3.5-turbo,natural_questions,where did they film season 8 of the walking dead,"The given passages do not provide information about where season 8 of ""The Walking Dead"" was filmed.",Georgia,"Please answer the following question given the following passages:
- Title: What Lies Ahead
premiere written and filmed would begin after the events of Season 1, although a brief flashback scene of Shane and Lori witnessing the fall of Atlanta from a distance would appear during the season. At PaleyFest 2011, it was announced that the second season of ""The Walking Dead"" would mainly be produced outside the city limits of Atlanta, Georgia. Most of the principal photography for ""What Lies Ahead"" took place in unincorporated Henry County, Georgia on June 5–9, 2011, using a stretch of Georgia State Route 20 that was closed to traffic for the purpose. On June 8, 2011, the
Question: where did they film season 8 of the walking dead
Answer: ",incorrect
738,gpt-3.5-turbo,natural_questions,the cast of a good day to die hard,"The cast of A Good Day to Die Hard includes:

- John McClane, played by Bruce Willis
- Jack McClane, played by Jai Courtney
- Yuri Komarov, played by Sebastian Koch
- Chagarin, played by Sergei Kolesnikov
- Irina Komarov, played by Yuliya Snigir
- Alik, played by Radivoje Bukvić","Mary Elizabeth Winstead, Sebastian Koch, Radivoje Bukvić, Jai Courtney, Bruce Willis, Yuliya Snigir and Sergei Kolesnikov","Please answer the following question given the following passages:
- Title: John McClane
Courtney) is arrested. He doesn't know Jack works for the CIA against high-ranking Russian official Chagarin (Sergei Kolesnikov). Chagarin's ex-partner, Yuri Komarov (Sebastian Koch) was imprisoned for a file incriminating Chagarin. John meets Jack and Komarov fleeing custody and Chagarin's thugs. Chagarin's henchmen attack again as they hide out in a CIA safe house. John holds them off, allowing himself, Jack and Komarov to escape. John and Jack help Komarov meet up with Komarov's daughter, Irina (Yuliya Snigir). She betrays them to Chagarin's main enforcer Alik (Radivoje Bukvić). John and Jack must escape again, but without Komarov. Following Komarov to
Question: the cast of a good day to die hard
Answer: ",correct
779,gpt-3.5-turbo,natural_questions,where is the country music hall of fame located,"The Country Music Hall of Fame and Museum is located in Nashville, Tennessee.","Nashville, Tennessee","Please answer the following question given the following passages:
- Title: Country Music Hall of Fame and Museum
Country Music Hall of Fame and Museum The Country Music Hall of Fame and Museum in Nashville, Tennessee, is one of the world's largest museums and research centers dedicated to the preservation and interpretation of American vernacular music. Chartered in 1964, the museum has amassed one of the world's most extensive musical collections. The Country Music Hall of Fame and Museum is one of the world's largest and most active popular music research centers and the world's largest repository of country music artifacts. Early in the 1960s, as the Country Music Association's campaign to publicize country music was accelerating, CMA
Question: where is the country music hall of fame located
Answer: ",correct
885,gpt-3.5-turbo,natural_questions,where was the movie silver linings playbook filmed,"The movie Silver Linings Playbook was filmed in the Upper Darby, Ridley Park, and Lansdowne communities just outside Philadelphia, Pennsylvania.","Ridley Park/Lansdowne/just outside Philadelphia, Pennsylvania/Upper Darby","Please answer the following question given the following passages:
- Title: Silver Linings Playbook
drawn to the story because of the family relationships and the connection he felt to his own son, who has bipolar disorder and OCD. The film was shot on a 33-day schedule. A darker, more extreme version of the dance sequence was filmed and scenes with De Niro's character were shot in multiple versions, with the character harsher or warmer, as Russell worked with editor Jay Cassidy to set the balance they wanted. The locations are Upper Darby, Ridley Park, and Lansdowne communities just outside Philadelphia, Pennsylvania. Although not mentioned by name in the film, Ridley Park is credited at
Question: where was the movie silver linings playbook filmed
Answer: ",correct
931,gpt-3.5-turbo,natural_questions,what kind of animals live in the great victoria desert,"Birds such as chestnut-breasted whiteface and malleefowl, water-holding frogs, and predators such as dingos, perentie lizards, and sand goannas live in the Great Victoria Desert.","malleefowl, water-holding frog, great desert skink, sandhill dunnart, dingo, sand goanna, crest-tailed mulgara, southern marsupial mole, chestnut-breasted whiteface and perentie","Please answer the following question given the following passages:
- Title: Great Victoria Desert
water-holding frog do. Birds include the chestnut-breasted whiteface (""Aphelocephala pectoralis"") found on the eastern edge of the desert and the malleefowl of Mamungari Conservation Park. Predators of the desert include the dingo (as the desert is north of the Dingo Fence) and two large monitor lizards, the perentie ""(Varanus giganteus)"" and the sand goanna ""(Varanus gouldii)"". Great Victoria Desert The Great Victoria Desert, an interim Australian bioregion, is a sparsely populated desert area in Western Australia and South Australia. The Great Victoria is the largest desert in Australia and consists of many small sandhills, grassland plains, areas with a closely
Question: what kind of animals live in the great victoria desert
Answer: ",correct
992,gpt-3.5-turbo,natural_questions,how many seasons of from dusk till dawn are there,There are three seasons of From Dusk Till Dawn.,third season,"Please answer the following question given the following passages:
- Title: From Dusk Till Dawn 2: Texas Blood Money
by Bruce Campbell and Tiffani Thiessen. It won a Saturn Award from The Academy of Science Fiction Fantasy & Horror Films for the ""Best Home Video Release"" of 1999. A third film in the series, """", which is a prequel to ""From Dusk Till Dawn"" was released in 2000. In late 2010 it was reported that a possible fourth film in the series may be produced. In late 2013 it was reported that a had begun production. The show first premiered in 2014 and finished its third season in 2016. Buck (Robert Patrick) learns from the news that his old
Question: how many seasons of from dusk till dawn are there
Answer: ",correct
1021,gpt-3.5-turbo,natural_questions,who is command sergeant major of the army,The command sergeant major of the army is Daniel A. Dailey.,Daniel A. Dailey,"Please answer the following question given the following passages:
- Title: Daniel A. Dailey
Daniel A. Dailey Daniel A. Dailey (born January 11, 1969) is the current Sergeant Major of the Army of the United States Army. He was sworn in as the 15th Sergeant Major of the Army on January 30, 2015. He is the youngest soldier to serve in this position at 46 years old. Prior to his tenure as the Sergeant Major of the Army, he served as the Command Sergeant Major for the United States Army Training and Doctrine Command. A native of Palmerton, Pennsylvania, Dailey entered the U.S. Army as an 11B (Infantryman) in 1989. He enlisted at the
Question: who is command sergeant major of the army
Answer: ",correct
1038,gpt-3.5-turbo,natural_questions,who sang what are we doing in love,"Dottie West with the uncredited vocals of Kenny Rogers sang ""What Are We Doin' in Love"".",Dottie West/Kenny Rogers,"Please answer the following question given the following passages:
- Title: What Are We Doin' in Love
What Are We Doin' in Love ""What Are We Doin' in Love"" is a song written by Randy Goodrum and recorded by American country music artist Dottie West with the uncredited vocals of Kenny Rogers. It was released in March 1981 as the second single from the album ""Wild West"". ""What Are We Doin' in Love"" was the duo's third and final number one on the country chart. Since 1978, West and Rogers had been together as a duet partnership. Rogers revived the career of Dottie West when their song ""Every Time Fools Collide"" became a hit in 1978. They
Question: who sang what are we doing in love
Answer: ",correct
1044,gpt-3.5-turbo,natural_questions,when does the call of the wild take place,"The passage mentions that ""The Call of the Wild"" takes place during the 1890s Klondike Gold Rush in Yukon Territory and the Northwest Territories, Canada, which is the same setting as ""White Fang"".",1890s/the 1890s,"Please answer the following question given the following passages:
- Title: White Fang
White Fang White Fang is a novel by American author Jack London (1876–1916) — and the name of the book's eponymous character, a wild wolfdog. First serialized in ""Outing"" magazine, it was published in 1906. The story takes place in Yukon Territory and the Northwest Territories, Canada, during the 1890s Klondike Gold Rush and details White Fang's journey to domestication. It is a companion novel (and a thematic mirror) to London's best-known work, ""The Call of the Wild"", which is about a kidnapped, domesticated dog embracing his wild ancestry to survive and thrive in the wild. Much of ""White Fang""
Question: when does the call of the wild take place
Answer: ",correct
1063,gpt-3.5-turbo,natural_questions,who did cubs beat in 2016 world series,The Cubs beat the Cleveland Indians in the 2016 World Series.,the Indians/Cleveland Indians,"Please answer the following question given the following passages:
- Title: Terry Francona
19, 2016, Terry Francona's Indians beat the Toronto Blue Jays to move on to the World Series, where the Indians won game 1 against the Chicago Cubs 6-0 to extend his World Series record to 9–0. He lost his first World Series game when the Indians were defeated by the Cubs in game 2 by a score of 5–1. The Indians won game 3 against the Chicago Cubs 1–0. The Indians won game 4 against the Chicago Cubs 7–2 to give Cleveland a 3–1 lead. The Indians would fall to the Cubs 3–2 in game 5. Cleveland went on to
Question: who did cubs beat in 2016 world series
Answer: ",correct
1079,gpt-3.5-turbo,natural_questions,who sings he thinks he'll keep her,"Mary Chapin Carpenter sings ""He Thinks He'll Keep Her"".",Mary Chapin Carpenter,"Please answer the following question given the following passages:
- Title: He Thinks He'll Keep Her
He Thinks He'll Keep Her ""He Thinks He'll Keep Her"" is a song co-written and recorded by American country music artist Mary Chapin Carpenter. It was released in December 1993 as the sixth single from the album ""Come On Come On"". The song peaked at No. 2 on the ""Billboard"" Hot Country Songs chart. It was written by Carpenter and Don Schlitz. The song was nominated for the Grammy Award for Record of the Year, and was accompanied by a live performance music video, taken from the 1993 CBS special ""Women of Country"", where Carpenter was accompanied by Emmylou Harris,
Question: who sings he thinks he'll keep her
Answer: ",correct
1095,gpt-3.5-turbo,natural_questions,when was the movie cool hand luke made,"The movie ""Cool Hand Luke"" was made in an unknown year but the soundtrack album for the movie was released in 1967.",1967,"Please answer the following question given the following passages:
- Title: Cool Hand Luke (soundtrack)
ordinary score."" The ""Cool Hand Luke"" score was nominated for an Academy Award. All songs by Lalo Schifrin unless otherwise noted. Cool Hand Luke (soundtrack) Cool Hand Luke is a soundtrack album for the Warner Bros. film of the same name, released in 1967 on the Dot label. The original music for ""Cool Hand Luke"" was composed by Lalo Schifrin, who reissued it in 2001 along with additional cues and new music on his own Aleph label. In part because its staccato melody resembles the sound of a telegraph, an edited version of the musical cue from ""Tar Sequence"" has
Question: when was the movie cool hand luke made
Answer: ",correct
1147,gpt-3.5-turbo,natural_questions,batman and robin episode only fools and horses,"The Batman and Robin episode of Only Fools and Horses is called ""Heroes and Villains"".","""Heroes and Villains""","Please answer the following question given the following passages:
- Title: Heroes and Villains (Only Fools and Horses)
Heroes and Villains (Only Fools and Horses) ""Heroes and Villains"" is an episode of the BBC sitcom, ""Only Fools and Horses"", first screened on 25 December 1996 as the first part of the 1996 Christmas trilogy and the thirteenth Christmas special. It attracted a UK television audience of 21.3 million, at the time a record for the show. In the episode, Del and Rodney are invited to a fancy dress party. They arrive dressed as Batman and Robin. The episode opens with Rodney's futuristic dream, in which a grown-up Damien, head of the now multinational and all-powerful ""Trotters Independent Traders"",
Question: batman and robin episode only fools and horses
Answer: ",correct
1243,gpt-3.5-turbo,natural_questions,the first element on the periodic table is,hydrogen.,Hydro­gen/hydrogen,"Please answer the following question given the following passages:
- Title: Hydrogen fuel
Hydrogen fuel Hydrogen fuel is a zero-emission fuel when burned with oxygen. It can be used in electrochemical cells or internal combustion engines to power vehicles or electric devices. It has begun to be used in commercial fuel cell vehicles such as passenger cars, and has been used in fuel cell buses for many years. It is also used as a fuel for the propulsion of spacecraft. Hydrogen is found in the first group and first period in the periodic table, i.e. it is the first element on the periodic table, making it the lightest element. Since hydrogen gas is
Question: the first element on the periodic table is
Answer: ",correct
1251,gpt-3.5-turbo,natural_questions,who was defeated in the french and indian war,The French and their Native American allies were defeated in the French and Indian War.,the French/Wabanaki Confederacy/British/France,"Please answer the following question given the following passages:
- Title: Acadia
was established at the capital of Acadia, Pentagouêt. From there he worked with the Abenaki of Acadia to raid British settlements migrating over the border of Acadia. British retaliation included attacking deep into Acadia in the Battle off Port La Tour (1677). In response to King Philip's War in New England, the native peoples in Acadia joined the Wabanaki Confederacy to form a political and military alliance with New France. The Confederacy remained significant military allies to New France through six wars. Until the French and Indian War the Wabanaki Confederacy remained the dominant military force in the region. There
Question: who was defeated in the french and indian war
Answer: ",correct
1258,gpt-3.5-turbo,natural_questions,who played harley in harley davidson and the marlboro man,There is no character named Harley in Harley Davidson and the Marlboro Man. The title character is named after the motorcycle manufacturer Harley-Davidson.,Mickey Rourke,"Please answer the following question given the following passages:
- Title: Harley Davidson and the Marlboro Man
Harley Davidson and the Marlboro Man Harley Davidson and the Marlboro Man is a 1991 action biker film starring Mickey Rourke and Don Johnson, with a supporting cast including Chelsea Field, Daniel Baldwin, Giancarlo Esposito, Tom Sizemore, and Vanessa Williams. It is directed by Simon Wincer from a screenplay by Don Michael Paul. The film provides a notable example of the ""biker"" stereotype. The title character in the film is named after the motorcycle manufacturer Harley-Davidson. The film was a critical and financial failure, earning only $7 million at the domestic box office (the budget was estimated at $23 million).
Question: who played harley in harley davidson and the marlboro man
Answer: ",incorrect
1290,gpt-3.5-turbo,natural_questions,who played in the stanley cup finals last year,The passage does not provide information about the Stanley Cup Finals of the previous year.,Nashville Predators/Pittsburgh Penguins,"Please answer the following question given the following passages:
- Title: Patric Hörnqvist
Patric Hörnqvist Patric Gösta Hörnqvist (; born 1 January 1987) is a Swedish professional ice hockey player currently playing for the Pittsburgh Penguins in the National Hockey League. He has also played for the Nashville Predators. Hörnqvist won his first Stanley Cup championship when the Penguins defeated the San Jose Sharks in six games in the 2016 Stanley Cup Finals. In 2017, Hörnqvist scored the Cup-winning goal against his former team, as the Penguins repeated as Stanley Cup champions. He is the only player drafted last overall to have had his name engraved on the Stanley Cup. Hörnqvist was born
Question: who played in the stanley cup finals last year
Answer: ",incorrect
1301,gpt-3.5-turbo,natural_questions,when did i'm coming out come out,"""I'm Coming Out"" was released on August 22, 1980.","August 22, 1980/August 22, 1980","Please answer the following question given the following passages:
- Title: I'm Coming Out
I'm Coming Out ""I'm Coming Out"" is a song recorded by American singer Diana Ross. It was written and produced by Chic members Bernard Edwards and Nile Rodgers, and released in August 22, 1980 as the second single from Ross' self-titled tenth album ""Diana"" (1980). In 1979, Ross commissioned Chic founders Nile Rodgers and Bernard Edwards to create material for a new album after taking her daughters to see the band in concert, following the success of Ross's final Ashford & Simpson-composed and produced LP,"" The Boss. ""Rodgers got the idea for ""I'm Coming Out"" after noticing three different drag
Question: when did i'm coming out come out
Answer: ",correct
1356,gpt-3.5-turbo,natural_questions,when was where have all the flowers gone written,"""Where Have All the Flowers Gone?"" was written by Pete Seeger in 1955.",1955,"Please answer the following question given the following passages:
- Title: Where Have All the Flowers Gone?
a special Grammy award established in 1973 to honor recordings that are at least 25 years old and that have ""qualitative or historical significance."" Where Have All the Flowers Gone? ""Where Have All the Flowers Gone?"" is a modern folk-style song. The melody and the first three verses were written by Pete Seeger in 1955 and published in ""Sing Out!"" magazine. Additional verses were added in May 1960 by Joe Hickerson, who turned it into a circular song. Its rhetorical ""where?"" and meditation on death place the song in the ""ubi sunt"" tradition. In 2010, the ""New Statesman"" listed it
Question: when was where have all the flowers gone written
Answer: ",correct
1376,gpt-3.5-turbo,natural_questions,who played tom on as the world turns,"The longest-running actor who played Tom Hughes on ""As the World Turns"" was Scott Holmes.",Jason Kincaid (1984)/Jason Kincaid/C. David Colson/Peter Galman/Scott Holmes/Gregg Marx/Justin Deas/others/Tom Tammi,"Please answer the following question given the following passages:
- Title: Tom Hughes (As the World Turns)
order to start a family). Tom and Margo are last seen in their new condo, looking back at their lives and looking forward to the future. Tom Hughes (As the World Turns) Thomas Christopher ""Tom"" Hughes is a fictional character on the American soap opera ""As the World Turns"". He was played by a number of actors during the character's 49-year tenure on the show, the longest-running actor being Scott Holmes, who took over the role July 3, 1987, and remained until ATWT's cancellation in 2010. He is an attorney in Oakdale. The character of Tom Hughes has been played
Question: who played tom on as the world turns
Answer: ",correct
1567,gpt-3.5-turbo,natural_questions,who wrote the book my country my life,L.K. Advani wrote the book My Country My Life.,L. K. Advani,"Please answer the following question given the following passages:
- Title: My Country My Life
sold an excess of 1,000,000 copies. The book alongside mentions the event in Indian politics and India's history from 1900 till date. ""My Country My Life"" is a selfportrait of India's leading political personality — L.K. Advani. This book covers, chronologically, most of all the major and minor events in the life of Advani. My Country My Life presents L.K. Advani's memoirs in five phases. It describes Advani's early life in Sindh, narrating the heart-rending story of India's blood-soaked partition into two separate countries — India and Pakistan — when Britain's colonial rule came to an end. He was one
Question: who wrote the book my country my life
Answer: ",correct
1586,gpt-3.5-turbo,natural_questions,who was the father of the princes in the tower,The father of the princes in the tower was Edward IV of England.,Edward IV of England/Edward IV,"Please answer the following question given the following passages:
- Title: Princes in the Tower
Princes in the Tower ""The Princes in the Tower"" is an expression frequently used to refer to Edward V, King of England and Richard of Shrewsbury, Duke of York. The two brothers were the only sons of Edward IV of England and Elizabeth Woodville surviving at the time of their father's death in 1483. When they were 12 and 9 years old, respectively, they were lodged in the Tower of London by the man appointed to look after them, their uncle, the Lord Protector: Richard, Duke of Gloucester. This was supposedly in preparation for Edward's forthcoming coronation as king. However,
Question: who was the father of the princes in the tower
Answer: ",correct
1600,gpt-3.5-turbo,natural_questions,when was the movie the wizard of oz made,The movie version of The Wizard of Oz was made in 1939.,"1939/August 25, 1939","Please answer the following question given the following passages:
- Title: Paradox in Oz
Obsidian City, the alternative version of Omby Amby calls himself Wantowin Battles — a name introduced by Ruth Plumly Thompson in her ""Ozoplaning with the Wizard of Oz"" (1939). When dealing with Dorothy, the Evil Version of the Wizard makes a reference to the 1939 movie version, by reversing part of the Wizard's dialog, describing himself, as ""a very bad man, but I am a very good wizard,"" before performing a wicked spell on the girl. Eric Shanower's black-and-white illustrations for ""Paradox in Oz"" are faithful to the richly romantic style that Shanower has developed for Oz illustration, from ""The
Question: when was the movie the wizard of oz made
Answer: ",correct
