id,model_name,dataset,question,answer,ground_truth,prompt,human_verdict
2066,llama-2-7b-chat,natural_questions,i like the way you move video cast,"The cast of the ""I Like the Way You Move"" music video features Big Boi as the proprietor of a rim shop, Fonzworth Bentley, and actress Ki Toy Johnson.",Big Boi/Sleepy Brown/Fonzworth Bentley/actress Ki Toy Johnson/Ki Toy Johnson,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: The Way You Move
features Sleepy Brown singing in style inspired by the work of Motown star Marvin Gaye. The song's music video, directed by Bryan Barber, features Big Boi as the proprietor of a rim shop. The video's performance shots eventually gravitate to other locations during the video's running time, featuring several young women who Big Boi, dressed in a pimp's suit, attempts to pick up. The video features an appearance from Fonzworth Bentley and another from actress Ki Toy Johnson. ""The Way You Move"" music video was designed to be shown in tandem with the video for André 3000's ""Hey Ya!"". A
Question: i like the way you move video cast
[/INST]
Answer: ",correct
2087,llama-2-7b-chat,natural_questions,who is the speaker in shooting an elephant,"The speaker in ""Shooting an Elephant"" is George Orwell.",Orwell,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Shooting an Elephant
interview with George Stuart, a contemporary of Orwell in Burma, who said that Orwell was transferred to Kathar as punishment for shooting an elephant. ""An elephant was considered a valuable asset to any timber firm...and Orwell would have been severely reprimanded for such unnecessary slaughter. It was not long after the incident that he was transferred from Moulmein to a quiet post in Upper Burma called Katha."" Davison also includes in the complete works a news item from the ""Rangoon Gazette"", March 22, 1926 which describes a Major E. C. Kenny shooting an elephant in similar circumstances. When one biographer
Question: who is the speaker in shooting an elephant
[/INST]
Answer: ",correct
2096,llama-2-7b-chat,natural_questions,where's the tv show the crossing filmed,"The TV show ""The Crossing"" was filmed in British Columbia, Canada.","British Columbia, Canada","[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: The Crossing (TV series)
The Crossing (TV series) The Crossing is an American science fiction thriller series that aired on ABC. The series debuted on April 2, 2018, and aired its final episode on June 9, 2018 On March 19, 2018, ABC released the pilot episode on their website. The series was filmed in British Columbia, Canada. On May 11, 2018, ABC cancelled the show after one season. Refugees fleeing a war seek asylum in an American town—but they claim to be from America, 180 years in the future. Moreover, at least one of the refugees exhibits apparently superhuman powers that may make her
Question: where's the tv show the crossing filmed
[/INST]
Answer: ",incorrect
2292,llama-2-7b-chat,natural_questions,who is the original singer of i write sins not tragedies,"The original singer of ""I Write Sins Not Tragedies"" is Brendon Urie, the lead vocalist and primary songwriter of Panic! at the Disco.",Panic! at the Disco,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: I Write Sins Not Tragedies
flaw that will be their undoing. What I write are not sins; I write tragedies."" ""I Write Sins Not Tragedies"" is Panic! at the Disco's first single to have a music video. (""The Only Difference Between Martyrdom and Suicide Is Press Coverage"" was the first single, but no video was filmed.) The video for the song takes place at a strange, circus-themed wedding played by the Lucent Dossier Vaudeville Cirque. The video starts as the bride, played by Jessie Preston, and groom, Daniel Isaac McGuffey, are about to be married. Her family dress and behave formally, but are revealed later
Question: who is the original singer of i write sins not tragedies
[/INST]
Answer: ",correct
2406,llama-2-7b-chat,natural_questions,who is the young man in hawthorne's my kinsman major molineux,"The young man in Nathaniel Hawthorne's ""My Kinsman, Major Molineux"" is named Robin.","Robin/Robin, a youth","[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: My Kinsman, Major Molineux
My Kinsman, Major Molineux ""My Kinsman, Major Molineux"" is a short story written by American author Nathaniel Hawthorne in 1831. It first appeared in the 1832 edition of ""The Token and Atlantic Souvenir"", published by Samuel Goodrich. It later appeared in ""The Snow-Image, and Other Twice-Told Tales"", a collection of short stories by Hawthorne published in 1852 by Ticknor, Reed & Fields. The story exemplifies the darkest times of American development. In about 1732, Robin, a youth, arrives by ferry in Boston seeking his kinsman, Major Molineux, an official in the British Colonial government, who has promised him work. Yet
Question: who is the young man in hawthorne's my kinsman major molineux
[/INST]
Answer: ",correct
2416,llama-2-7b-chat,natural_questions,what is a dropped pin on google maps for,A dropped pin on Google Maps is a location marker that is represented by an inverted teardrop-shaped icon.,marks locations in Google Maps/marks locations,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Google Maps pin
Google Maps pin The Google Maps pin is the inverted-drop-shaped icon that marks locations in Google Maps. The pin is protected under a U.S. design patent as ""teardrop-shaped marker icon including a shadow"". Google has used the pin in various graphics, games, and promotional materials. The pin, sometimes referred to as ""the marker"", has been widely co-opted by other companies, organizations, and individuals for their own marketing efforts, artwork, and activism. In both digital and physical representations, the pin is often used to symbolize mapping software and the technology industry as a whole. The Google Maps pin has been called
Question: what is a dropped pin on google maps for
[/INST]
Answer: ",correct
2463,llama-2-7b-chat,natural_questions,who is considered as architect of india constitution,Bhimrao Ramji Ambedkar is considered as the Architect of the Indian Constitution.,B. R. Ambedkar,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Dr. B.R. Ambedkar Open University
by the LAN facility. Dr. B.R. Ambedkar Open University Dr. B.R. Ambedkar Open University, also known as Telangana Open University, formerly Andhra Pradesh Open University, is a public university in the city of Hyderabad, Telangana, India. The university was established in August 1982 by Act of the State Legislature. It was inaugurated by the President of India. The Founder & First Vice Chancellor of the University was Prof. G. Ram Reddy. The University was renamed as ""Dr. B. R. Ambedkar Open University"" on 24 October 1991 after the Architect of the Indian Constitution Bhimrao Ramji Ambedkar on the occasion of
Question: who is considered as architect of india constitution
[/INST]
Answer: ",correct
2488,llama-2-7b-chat,natural_questions,who starred in the movie summer of 42,"According to the passage, the movie ""Summer of '42"" starred Gary Grimes as Hermie.",Oliver Conant/Christopher Norris/Gary Grimes/Katherine Allentuck/Jennifer O'Neill/Jerry Houser/Robert Mulligan/Maureen Stapleton,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Summer of '42
Summer of '42 Summer of '42 is a 1971 American coming-of-age comedy-drama film based on the memoirs of screenwriter Herman Raucher (b. 1928). It tells the story of how Raucher, in his early teens on his 1942 summer vacation on Nantucket Island (off the coast of Cape Cod), embarks on a one-sided romance with a young woman, Dorothy, whose husband has gone off to fight in World War II. The film was directed by Robert Mulligan, and starred Gary Grimes as Hermie, Jerry Houser as his best friend Oscy, Oliver Conant as their nerdy young friend Benjie, Jennifer O'Neill as
Question: who starred in the movie summer of 42
[/INST]
Answer: ",correct
2532,llama-2-7b-chat,natural_questions,how many walker texas ranger seasons are there,"9 seasons of Walker, Texas Ranger were produced.",Eight/8,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Walker, Texas Ranger
Walker, Texas Ranger Walker, Texas Ranger is an American action crime television series created by Leslie Greif and Paul Haggis. It was inspired by the film ""Lone Wolf McQuade"", with both this series and that film starring Chuck Norris as a member of the Texas Ranger Division. The show aired on CBS in the spring of 1993, with the first season consisting of three pilot episodes. Eight full seasons followed with new episodes airing from September 25, 1993, to May 19, 2001, and reruns continuing on CBS until July 28, 2001. It has been broadcast in over 100 countries and
Question: how many walker texas ranger seasons are there
[/INST]
Answer: ",correct
2616,llama-2-7b-chat,natural_questions,when was hitchhiker's guide to the galaxy made,1978,2005/1978,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: The Hitchhiker's Guide to the Galaxy
The Hitchhiker's Guide to the Galaxy The Hitchhiker's Guide to the Galaxy (sometimes referred to as HG2G, HHGTTG or H2G2) is a comedy science fiction series created by Douglas Adams. Originally a radio comedy broadcast on BBC Radio 4 in 1978, it was later adapted to other formats, including stage shows, novels, comic books, a 1981 TV series, a 1984 video game, and 2005 feature film. A prominent series in British popular culture, ""The Hitchhiker's Guide to the Galaxy"" has become an international multi-media phenomenon; the novels are the most widely distributed, having been translated into more than 30 languages
Question: when was hitchhiker's guide to the galaxy made
[/INST]
Answer: ",correct
2690,llama-2-7b-chat,natural_questions,when is dragon ball super episode 131 releasing,"I apologize, but the passage does not provide information about the release date of Dragon Ball Super episode 131. The passage is focused on the TV show ""Fangbone!"" and its broadcasting information in different countries. Dragon Ball Super is a different TV show, and I cannot provide information about its episodes without more context. Can you please provide more details or clarify which show you are asking about?","TBA/March 25, 2018","[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Fangbone!
world. ""Note"": episodes 1, 6, 12, 20 and 26 are full-episode stories instead of 2 stories per episode. The show premiered on Disney XD in the United States on July 5, 2016, and premiered on February 25, 2017 in Southeast Asia, and at unknown date in Taiwan and Latin America. On October 15, 2016, it first aired in Australia on ABC Me. In France, it first aired on Canal J on March 18, 2017. In the U.K., it started airing on CITV on April 3, 2017, In the Germany, it started airing on Super RTL on TBA. It has now
Question: when is dragon ball super episode 131 releasing
[/INST]
Answer: ",incorrect
2693,llama-2-7b-chat,natural_questions,who wrote when a man loves a woman,"The song ""When a Man Loves a Woman"" was written by Calvin Lewis and Andrew Wright.",Calvin Lewis and Andrew Wright/Calvin Lewis/Percy Sledge/Andrew Wright,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: When a Man Loves a Woman (song)
on the old ""Billboard"" Hot 100 charting system which relied on sales and airplay reports before switching over to Soundscan. Also, with the Percy Sledge original having reached number one previously, Bolton's version made it the seventh song in history to top the Hot 100 as recorded by multiple artists. When a Man Loves a Woman (song) ""When a Man Loves a Woman"" is a song written by Calvin Lewis and Andrew Wright and first recorded by Percy Sledge in 1966 at Norala Sound Studio in Sheffield, Alabama. It made number one on both the ""Billboard"" Hot 100 and R&B
Question: who wrote when a man loves a woman
[/INST]
Answer: ",correct
2762,llama-2-7b-chat,natural_questions,who sings good night on the beatles white album,"According to the passage, Ringo Starr sings ""Good Night"" on the Beatles' album ""The White Album.""",Ringo Starr,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Ringo Starr
appeared in interview segments with fellow drummer Keith Moon. Since the breakup of the Beatles, Starr has released 19 solo studio albums: Ringo Starr Sir Richard Starkey (born 7 July 1940), known professionally as Ringo Starr, is an English musician, singer, songwriter and actor who gained worldwide fame as the drummer for the Beatles. He occasionally sang lead vocals, usually for one song on an album, including ""With a Little Help from My Friends"", ""Yellow Submarine"", ""Good Night"", and their cover of ""Act Naturally"". He also wrote the Beatles' songs ""Don't Pass Me By"" and ""Octopus's Garden"", and is credited
Question: who sings good night on the beatles white album
[/INST]
Answer: ",correct
2789,llama-2-7b-chat,natural_questions,what is the longest english word in the dictionary,"The longest English word in the dictionary is ""pneumonoultramicroscopicsilicovolcanoconiosis"".",Methionylglutaminylarginyltyrosylglutamyl...serine/pneumonoultramicroscopicsilicovolcanoconiosis/Pneumonoultramicroscopicsilicovolcanoconiosis,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Pneumonoultramicroscopicsilicovolcanoconiosis
Pneumonoultramicroscopicsilicovolcanoconiosis Pneumonoultramicroscopicsilicovolcanoconiosis () is a word invented by the president of the National Puzzlers' League as a synonym for the disease known as silicosis. It is the longest word in the English language published in a dictionary, the ""Oxford English Dictionary"", which defines it as ""an artificial long word said to mean a lung disease caused by inhaling very fine ash and sand dust."" Silicosis is a form of occupational lung disease caused by inhalation of crystalline silica dust, and is marked by inflammation and scarring in the form of nodular lesions in the upper lobes of the lungs. It
Question: what is the longest english word in the dictionary
[/INST]
Answer: ",incorrect
2814,llama-2-7b-chat,natural_questions,who played the jewish man in coming to america,"According to the passage, the actor who played the Jewish man in ""Coming to America"" is John Amos.",Eddie Murphy,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Coming to America
Coming to America Coming to America is a 1988 American romantic comedy film directed by John Landis and based on a story originally created by Eddie Murphy, who also starred in the lead role. The film also co-stars Arsenio Hall, James Earl Jones, Shari Headley, and John Amos. The film was released in the United States on June 29, 1988. Eddie Murphy plays Akeem Joffer, the crown prince of the fictional African nation of Zamunda, who comes to the United States in the hopes of finding a woman he can marry. In 1989, a pilot for a planned spin-off TV
Question: who played the jewish man in coming to america
[/INST]
Answer: ",incorrect
2862,llama-2-7b-chat,natural_questions,who has won the 2017 mens singles mutua madrid open tennis,Rafael Nadal,Rafael Nadal,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: 2014 Mutua Madrid Open – Men's Singles
2014 Mutua Madrid Open – Men's Singles The 2014 Mutua Madrid Open – Men's Singles was the main men's event of the 2014 Mutua Madrid Open tennis tournament played in Madrid, Spain from 3 May through 11 May 2014. Rafael Nadal was the defending champion. Nadal became the first player who defended his Madrid title since the tournament inception in 2002 when Kei Nishikori retired in the final because of back injury. Nishikori was leading Nadal 6–2, 4–2, but Nishikori suffered a back injury in the 7th game, allowing Nadal to take the upper hand before ultimately retiring at 0–3
Question: who has won the 2017 mens singles mutua madrid open tennis
[/INST]
Answer: ",correct
2895,llama-2-7b-chat,natural_questions,who said beware of the ides of march,"According to the passage, the soothsayer named Spurinna said ""beware the Ides of March"" to Julius Caesar.",the soothsayer/a seer/a haruspex named Spurinna,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Ides of March
William Shakespeare's play ""Julius Caesar"", when Caesar is warned by the soothsayer to ""beware the Ides of March."" The Roman biographer Suetonius identifies the ""seer"" as a haruspex named Spurinna. Caesar's death was a closing event in the crisis of the Roman Republic, and triggered the civil war that would result in the rise to sole power of his adopted heir Octavian (later known as Augustus). Writing under Augustus, Ovid portrays the murder as a sacrilege, since Caesar was also the Pontifex Maximus of Rome and a priest of Vesta. On the fourth anniversary of Caesar's death in 40 BC,
Question: who said beware of the ides of march
[/INST]
Answer: ",incorrect
2923,llama-2-7b-chat,natural_questions,when was theme from a summer place released,"The theme from ""A Summer Place"" was released in September 1959 as a single on Columbia Records, according to the passage. Therefore, the answer to the question is September 1959.",1960/1959/September 1959,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Theme from A Summer Place
versions, and has also appeared in a number of subsequent films and television programs. The best-known cover version of the theme is an instrumental version by Percy Faith and his orchestra that was a Number One hit for nine weeks on the ""Billboard"" Hot 100 chart in 1960. Percy Faith recorded the most popular version of the theme, an instrumental orchestral arrangement, at the Columbia 30th Street Studio in New York City. It was released in September 1959 as a single on Columbia Records, credited to ""Percy Faith and his Orchestra,"" prior to the November 1959 release of the film
Question: when was theme from a summer place released
[/INST]
Answer: ",correct
2934,llama-2-7b-chat,natural_questions,when does i'm a celebrity get me out of here start in the uk,I'm a Celebrity...Get Me Out of Here! (UK series 18) started on 18 November 2018 in the UK.,2018,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: I'm a Celebrity...Get Me Out of Here! (UK series 18)
I'm a Celebrity...Get Me Out of Here! (UK series 18) ""I'm a Celebrity...Get Me Out of Here!"" returned for its eighteenth series on 18 November 2018 on ITV, as confirmed by Ant & Dec at the end of the Coming Out show in December 2017. On 9 August 2018, Anthony McPartlin confirmed that he would not be presenting the then upcoming eighteenth series. On 29 August, it was confirmed that Holly Willoughby would host the eighteenth series with Donnelly whilst McPartlin took a year long break from television. The series opener was watched by just over 14 million people, giving
Question: when does i'm a celebrity get me out of here start in the uk
[/INST]
Answer: ",incorrect
2976,llama-2-7b-chat,natural_questions,who played doctor smith in lost in space,"Jonathan Harris played the role of Dr. Zachary Smith in the TV series ""Lost in Space"".",Jonathan Harris,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Lost in Space
are to be cryogenically frozen for the voyage, and they are set to be unfrozen when the spacecraft approaches its destination. Meanwhile, Dr. Zachary Smith (Jonathan Harris), Alpha Control's doctor, is revealed to be a saboteur on behalf of an unnamed nation. After disposing of a guard who catches him on board the spacecraft, Smith reprograms the ""Jupiter 2""s B-9 environmental control robot (voiced by Dick Tufeld) to destroy critical systems on the spaceship eight hours after launch. Smith, however, becomes trapped aboard at launch and his extra weight throws the ""Jupiter 2"" off course, causing it to encounter a
Question: who played doctor smith in lost in space
[/INST]
Answer: ",correct
2988,llama-2-7b-chat,natural_questions,who did the united states fight in the war of 1812,The United States fought Canada and allied Indian warriors in the War of 1812.,United Kingdom,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Colonial militia in Canada
the new units were organized within the British army, but charged wholly with the defence of their home colonies. Their professional presence also enhanced training for the citizen militia and established many traditions that continue to modern times. In 1812, with the United Kingdom engaged in Europe, the United States took the opportunity to declare war and launch another attempt to capture Canada and expand westward into Indian territories. While British redcoats did most of the fighting in the War of 1812, Canadian militia and allied Indian warriors proved to be a vital part of Canada's defence. The merit of
Question: who did the united states fight in the war of 1812
[/INST]
Answer: ",correct
3045,llama-2-7b-chat,natural_questions,how many players in football hall of fame,"3
Explanation:
Based on the passage, we can see that three former LSU football players have been inducted into the Pro Football Hall of Fame. Additionally, one former LSU player is a member of the Canadian Football Hall of Fame, for a total of 3 players in football halls of fame.",318/318 individuals,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: LSU Tigers football
1994, the Southeastern Conference has annually honored one former football player from each of the member schools as an ""SEC Legend"". The LSU Tigers football team has had 318 players drafted into the National Football League (NFL). This includes 38 players taken in the first round and two overall number one picks: Billy Cannon in the 1960 NFL Draft and 1960 AFL Draft, and Jamarcus Russell in the 2007 NFL Draft. Three former LSU football players have been inducted into the Pro Football Hall of Fame. One former LSU player is a member of the Canadian Football Hall of Fame.
Question: how many players in football hall of fame
[/INST]
Answer: ",correct
3074,llama-2-7b-chat,natural_questions,how many casinos are in atlantic city new jersey,11,eleven/seven,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Atlantic City, New Jersey
after a 1974 referendum on legalized gambling failed to pass. Immediately after the legislation passed, the owners of the Chalfonte-Haddon Hall Hotel began converting it into the Resorts International. It was the first legal casino in the eastern United States when it opened on May 26, 1978. Other casinos were soon constructed along the Boardwalk and, later, in the marina district for a total of eleven today. The introduction of gambling did not, however, quickly eliminate many of the urban problems that plagued Atlantic City. Many people have suggested that it only served to exacerbate those problems, as attested to
Question: how many casinos are in atlantic city new jersey
[/INST]
Answer: ",correct
3088,llama-2-7b-chat,natural_questions,when does the second half of vikings season 5 air,"The second half of Vikings season 5 premiered on November 28, 2018.",2018/in 2018,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Vikings (season 5)
Vikings (season 5) The fifth season of the historical drama television series ""Vikings"" premiered on November 29, 2017 on History in Canada. The series broadly follows the exploits of the legendary Viking chieftain Ragnar Lothbrok and his crew, and later those of his sons. The first season of the series begins at the start of the Viking Age, marked by the Lindisfarne raid in 793. The fifth season consists of a double order of twenty episodes, split into two parts of ten episodes; the second half premiered on November 28, 2018. The premise of the fifth season differs from the
Question: when does the second half of vikings season 5 air
[/INST]
Answer: ",correct
3121,llama-2-7b-chat,natural_questions,song have i told you lately i love you,Have I Told You Lately That I Love You?,Have I Told You Lately,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Have I Told You Lately That I Love You?
Have I Told You Lately That I Love You? ""Have I Told You Lately That I Love You?"" is a popular song written by Scotty Wiseman and published in 1945. It was the greatest hit of Wiseman and his wife and one of the first country music songs to attract major attention in the pop music field. It's repeating fourth line is ""Well darling, I'm telling you now."" Bing Crosby and The Andrews Sisters recorded the song on November 25, 1949 and it had a good reception from the trade magazine Billboard who said: ""Ditty's a sprightly mountain-musiker that had
Question: song have i told you lately i love you
[/INST]
Answer: ",correct
3187,llama-2-7b-chat,natural_questions,who is playing halftime show super bowl 2018,Justin Timberlake,Justin Timberlake,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Super Bowl LII halftime show
Super Bowl LII halftime show The Super Bowl LII Halftime Show (officially known as the Pepsi Super Bowl LII Halftime Show) took place on February 4, 2018 at U.S. Bank Stadium in Minneapolis, Minnesota, as part of Super Bowl LII. Justin Timberlake was the featured performer, as confirmed by the National Football League (NFL) on October 22, 2017. It was televised nationally by NBC. It received four nominations at the 70th Primetime Emmy Awards. The show began with Jimmy Fallon introducing Justin Timberlake, followed by a video screen depicting Timberlake performing ""Filthy"" in a club setting below the field level
Question: who is playing halftime show super bowl 2018
[/INST]
Answer: ",correct
3201,llama-2-7b-chat,natural_questions,where does the movie road to perdition take place,"According to the passage, the movie ""Road to Perdition"" takes place in the Chicago Loop, specifically on LaSalle Street.","Rock Island, Illinois/Chicago","[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: LaSalle Street
view facing south down the canyon has been used in the movies ""The Untouchables"", ""Public Enemies"", """" and ""Road to Perdition"". The canyon was in the movie ""Ferris Bueller's Day Off"". LaSalle Street LaSalle Street is a major north-south street in Chicago named for Robert de La Salle, an early explorer of Illinois. The portion that runs through the Chicago Loop is considered to be Chicago's financial district. South of the Financial District, LaSalle Street gets cut off for a while by the Amtrak/Metra Rail yard from Taylor St to 1600 South. It runs parallel to the Rock Island District
Question: where does the movie road to perdition take place
[/INST]
Answer: ",correct
3217,llama-2-7b-chat,natural_questions,who played the girl in silence of the lambs,Jodie Foster,Masha Skorobogatov/Jodie Foster,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Clarice Starling
Clarice Starling Clarice M. Starling is a fictional character who appears in the novels ""The Silence of the Lambs"" and ""Hannibal"" by Thomas Harris. In the film adaptation of ""The Silence of the Lambs"", she was played by Jodie Foster, while in the film adaptation of ""Hannibal"", she was played by Julianne Moore. Clarice Starling, as portrayed by Foster, was ranked the sixth greatest protagonist in film history on AFI's ""100 Years...100 Heroes and Villains"", making her the highest-ranking heroine. In 1991, for her portrayal of Starling she also received the Academy Award for Best Actress. In ""The Silence of
Question: who played the girl in silence of the lambs
[/INST]
Answer: ",correct
3271,llama-2-7b-chat,natural_questions,what awards did the curious case of benjamin button win,"The Curious Case of Benjamin Button won three Academy Awards:
1. Best Art Direction
2. Best Makeup
3. Best Visual Effects
According to the passage, the film did not win any awards for acting, including Best Supporting Actress for Taraji P. Henson.",Best Makeup/Best Visual Effects/Best Art Direction,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: The Curious Case of Benjamin Button (film)
Actor for Pitt, and Best Supporting Actress for Taraji P. Henson, and won three, for Best Art Direction, Best Makeup, and Best Visual Effects. In August 2005, elderly Daisy Fuller is on her deathbed in a New Orleans hospital as Hurricane Katrina approaches. She tells her daughter, Caroline, about a train station built in 1918 and the blind clockmaker, Mr. Gateau, who was hired to make a clock for it. When it was unveiled at the station, the public was surprised to see the clock running backwards. Mr. Gateau says he made it that way as a memorial, so that
Question: what awards did the curious case of benjamin button win
[/INST]
Answer: ",correct
3280,llama-2-7b-chat,natural_questions,all of the states in the northeast region,"8 states
The Northeast Region consisted of the following 8 states:
1. Maine
2. New Hampshire
3. Vermont
4. New York
5. Massachusetts
6. Connecticut
7. Rhode Island
8. New Jersey",New Hampshire/Maine/Rhode Island/Pennsylvania/Vermont/New York/Connecticut/New Jersey/Massachusetts,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Organization of the National Park Service
thirteen states – Maine, New Hampshire, Vermont, New York, Massachusetts, Connecticut, Rhode Island, New Jersey, Pennsylvania, Delaware, Maryland, West Virginia, and Virginia. It was created on October 1, 1995 by the consolidation of the North Atlantic and Mid-Atlantic Regions. Previously a Northeast Region existed (1962–1974) which ceased to exist when the Midwest Region, North Atlantic, and Mid-Atlantic regions were created. North Atlantic Region The North Atlantic Region consisted of 43 parks in eight states – Maine, New Hampshire, Vermont, New York, Massachusetts, Connecticut, Rhode Island, and New Jersey. It was established on November 30, 1973 with its headquarters in Boston,
Question: all of the states in the northeast region
[/INST]
Answer: ",correct
3321,llama-2-7b-chat,natural_questions,who sings oh what a night late december back in 63,"According to the passage, the singer of ""Oh, What a Night"" in December 1963 is Gerry Polci.",the Four Seasons,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: December, 1963 (Oh, What a Night)
December, 1963 (Oh, What a Night) ""December, 1963 (Oh, What a Night)"" is a song by the Four Seasons, written by original Four Seasons keyboard player Bob Gaudio and his future wife Judy Parker, produced by Gaudio, and included on the group's album, ""Who Loves You"" (1975). The song features drummer Gerry Polci on lead vocals, with the usual lead Frankie Valli singing the bridge sections and backing vocals, and bass player Don Ciccone (former lead singer of The Critters) singing the falsetto part (""And I felt a rush like a rolling ball of thunder / Spinning my head around
Question: who sings oh what a night late december back in 63
[/INST]
Answer: ",correct
3347,llama-2-7b-chat,natural_questions,where does the electron transport chain pumps protons,"According to the passage, the electron transport chain pumps protons from the mitochondrial matrix into the intermembrane space, creating an electrochemical proton gradient (ΔpH) across the inner mitochondrial membrane (IMM).",mitochondrial membrane/across a membrane,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Electron transport chain
steps. A small percentage of electrons do not complete the whole series and instead directly leak to oxygen, resulting in the formation of the free-radical superoxide, a highly reactive molecule that contributes to oxidative stress and has been implicated in a number of diseases and aging. Energy obtained through the transfer of electrons down the ETC is used to pump protons from the mitochondrial matrix into the intermembrane space, creating an electrochemical proton gradient (ΔpH) across the inner mitochondrial membrane (IMM). This proton gradient is largely but not exclusively responsible for the mitochondrial membrane potential (ΔΨ). It allows ATP synthase
Question: where does the electron transport chain pumps protons
[/INST]
Answer: ",correct
3361,llama-2-7b-chat,natural_questions,who is playing halftime show super bowl 50,"Coldplay, Beyoncé, and Bruno Mars",Beyoncé/Coldplay/Bruno Mars/the British rock group Coldplay,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Super Bowl 50 halftime show
Super Bowl 50 halftime show The Super Bowl 50 Halftime Show took place on February 7, 2016, at Levi's Stadium in Santa Clara, California as part of Super Bowl 50. It was headlined by the British rock group Coldplay with special guest performers Beyoncé and Bruno Mars, who previously had headlined the Super Bowl XLVII and Super Bowl XLVIII halftime shows, respectively. Coldplay, Rihanna, and Katy Perry were considered as potential acts for the Super Bowl XLIX halftime show in 2015. Perry was soon confirmed as the headliner of the halftime show in October 2014. In late November, 2015, reports
Question: who is playing halftime show super bowl 50
[/INST]
Answer: ",correct
3366,llama-2-7b-chat,natural_questions,who coined the phrase let them eat cake,"The phrase ""Let them eat cake"" is commonly attributed to Queen Marie Antoinette, but there is no record of her having said it. The phrase appears in book six of Jean-Jacques Rousseau's ""Confessions"", his autobiography (whose first six books were written in 1766).",Jean-Jacques Rousseau,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Let them eat cake
Let them eat cake ""Let them eat cake"" is the traditional translation of the French phrase """"Qu'ils mangent de la brioche"""", supposedly spoken by ""a great princess"" upon learning that the peasants had no bread. Since brioche was a luxury bread enriched with butter and eggs, the quotation would reflect the princess's disregard for the peasants, or her poor understanding of their situation. While the phrase is commonly attributed to Queen Marie Antoinette, there is no record of her having said it. It appears in book six of Jean-Jacques Rousseau's ""Confessions"", his autobiography (whose first six books were written in
Question: who coined the phrase let them eat cake
[/INST]
Answer: ",correct
